cluster,baseline,case,similarity
1,cluster_mean,623,0.8333333333333334
1,cluster_mean,625,0.8333333333333334
1,cluster_mean,627,0.8416666666666667
1,cluster_mean,634,0.8333333333333334
1,cluster_mean,637,0.8625
1,cluster_mean,648,0.8645833333333334
1,cluster_mean,654,0.8520833333333333
1,cluster_mean,665,0.8208333333333333
1,cluster_mean,670,0.825
1,cluster_mean,672,0.8270833333333333
1,cluster_mean,681,0.8770833333333333
1,cluster_mean,687,0.8791666666666667
1,cluster_mean,691,0.8104166666666667
1,cluster_mean,713,0.8083333333333333
1,cluster_mean,715,0.8104166666666667
1,cluster_mean,723,0.8229166666666666
1,cluster_mean,734,0.81875
1,cluster_mean,741,0.80625
1,cluster_mean,742,0.8020833333333334
1,centroid_determin,458,0.7583333333333333
1,centroid_determin,484,0.75625
1,centroid_determin,522,0.6895833333333333
1,centroid_determin,527,0.7791666666666667
1,centroid_determin,528,0.68125
1,centroid_determin,533,0.7520833333333333
1,centroid_determin,535,0.6916666666666667
1,centroid_determin,552,0.7625
1,centroid_determin,557,0.7666666666666667
1,centroid_determin,558,0.6708333333333333
1,centroid_determin,559,0.7083333333333334
1,centroid_determin,562,0.6854166666666667
1,centroid_determin,563,0.7541666666666667
1,centroid_determin,565,0.6833333333333333
1,centroid_determin,576,0.76875
1,centroid_determin,580,0.6645833333333333
1,centroid_determin,588,0.6729166666666667
1,centroid_determin,591,0.6729166666666667
1,centroid_determin,595,0.7416666666666667
1,centroid_determin,600,0.6541666666666667
1,centroid_determin,621,0.65
1,centroid_determin,623,0.6916666666666667
1,centroid_determin,625,0.6833333333333333
1,centroid_determin,627,0.6666666666666666
1,centroid_determin,634,0.7291666666666666
1,centroid_determin,637,0.7291666666666666
1,centroid_determin,648,0.7729166666666667
1,centroid_determin,654,0.7145833333333333
1,centroid_determin,665,0.6458333333333334
1,centroid_determin,670,0.6833333333333333
1,centroid_determin,672,0.6979166666666666
1,centroid_determin,681,0.7229166666666667
1,centroid_determin,687,0.7041666666666667
1,centroid_determin,691,0.63125
1,centroid_determin,713,0.6625
1,centroid_determin,715,0.6479166666666667
1,centroid_determin,723,0.6479166666666667
1,centroid_determin,734,0.76875
1,centroid_determin,741,0.7354166666666667
1,centroid_determin,742,0.66875
1,empirical_sample,458,0.7770833333333333
1,empirical_sample,484,0.7770833333333333
1,empirical_sample,522,0.7520833333333333
1,empirical_sample,527,0.7854166666666667
1,empirical_sample,528,0.7520833333333333
1,empirical_sample,533,0.7645833333333333
1,empirical_sample,535,0.7354166666666667
1,empirical_sample,552,0.7395833333333334
1,empirical_sample,557,0.75
1,empirical_sample,558,0.6875
1,empirical_sample,559,0.7583333333333333
1,empirical_sample,562,0.6979166666666666
1,empirical_sample,563,0.7541666666666667
1,empirical_sample,565,0.7333333333333333
1,empirical_sample,576,0.7395833333333334
1,empirical_sample,580,0.7645833333333333
1,empirical_sample,588,0.74375
1,empirical_sample,591,0.7770833333333333
1,empirical_sample,595,0.75
1,empirical_sample,600,0.7645833333333333
1,empirical_sample,621,0.7291666666666666
1,empirical_sample,623,0.775
1,empirical_sample,625,0.7708333333333334
1,empirical_sample,627,0.7583333333333333
1,empirical_sample,634,0.7416666666666667
1,empirical_sample,637,0.7875
1,empirical_sample,648,0.7645833333333333
1,empirical_sample,654,0.75625
1,empirical_sample,665,0.775
1,empirical_sample,670,0.7145833333333333
1,empirical_sample,672,0.7166666666666667
1,empirical_sample,681,0.7958333333333333
1,empirical_sample,687,0.7770833333333333
1,empirical_sample,691,0.7604166666666666
1,empirical_sample,713,0.7645833333333333
1,empirical_sample,715,0.7375
1,empirical_sample,723,0.7458333333333333
1,empirical_sample,734,0.7645833333333333
1,empirical_sample,741,0.7
1,empirical_sample,742,0.7208333333333333
1,train_user_copy,458,0.79375
1,train_user_copy,484,0.7791666666666667
1,train_user_copy,522,0.7166666666666667
1,train_user_copy,527,0.6729166666666667
1,train_user_copy,528,0.75
1,train_user_copy,533,0.7645833333333333
1,train_user_copy,535,0.70625
1,train_user_copy,552,0.7833333333333333
1,train_user_copy,557,0.8229166666666666
1,train_user_copy,558,0.7708333333333334
1,train_user_copy,559,0.8166666666666667
1,train_user_copy,562,0.7145833333333333
1,train_user_copy,563,0.7229166666666667
1,train_user_copy,565,0.675
1,train_user_copy,576,0.7354166666666667
1,train_user_copy,580,0.7666666666666667
1,train_user_copy,588,0.68125
1,train_user_copy,591,0.7854166666666667
1,train_user_copy,595,0.7291666666666666
1,train_user_copy,600,0.7645833333333333
1,train_user_copy,621,0.7416666666666667
1,train_user_copy,623,0.6854166666666667
1,train_user_copy,625,0.7395833333333334
1,train_user_copy,627,0.7375
1,train_user_copy,634,0.7458333333333333
1,train_user_copy,637,0.7604166666666666
1,train_user_copy,648,0.71875
1,train_user_copy,654,0.78125
1,train_user_copy,665,0.7291666666666666
1,train_user_copy,670,0.78125
1,train_user_copy,672,0.7270833333333333
1,train_user_copy,681,0.8270833333333333
1,train_user_copy,687,0.7541666666666667
1,train_user_copy,691,0.7291666666666666
1,train_user_copy,713,0.7604166666666666
1,train_user_copy,715,0.78125
1,train_user_copy,723,0.7854166666666667
1,train_user_copy,734,0.65
1,train_user_copy,741,0.7041666666666667
1,train_user_copy,742,0.7645833333333333
2,global_mean,364,0.6333333333333333
2,global_mean,371,0.6604166666666667
2,global_mean,372,0.6520833333333333
2,global_mean,379,0.65
2,global_mean,380,0.7583333333333333
2,global_mean,381,0.7708333333333334
2,global_mean,394,0.8583333333333333
2,global_mean,398,0.6520833333333333
2,global_mean,401,0.6520833333333333
2,global_mean,408,0.7333333333333333
2,global_mean,410,0.7875
2,global_mean,416,0.7604166666666666
2,global_mean,418,0.7875
2,global_mean,424,0.6708333333333333
2,global_mean,434,0.7708333333333334
2,global_mean,444,0.7083333333333334
2,global_mean,446,0.7354166666666667
2,global_mean,448,0.7104166666666667
2,global_mean,449,0.66875
2,global_mean,452,0.775
2,global_mean,453,0.71875
2,global_mean,463,0.6875
2,global_mean,465,0.725
2,global_mean,469,0.8020833333333334
2,global_mean,472,0.6875
2,global_mean,481,0.71875
2,global_mean,487,0.75
2,global_mean,497,0.70625
2,global_mean,502,0.6270833333333333
2,global_mean,507,0.83125
2,global_mean,509,0.7104166666666667
2,global_mean,513,0.6958333333333333
2,global_mean,518,0.75
2,global_mean,523,0.6395833333333333
2,global_mean,526,0.7875
2,global_mean,537,0.6625
2,global_mean,538,0.7291666666666666
2,global_mean,545,0.7791666666666667
2,global_mean,546,0.7
2,global_mean,548,0.8041666666666667
2,cluster_majority,364,0.7833333333333333
2,cluster_majority,371,0.74375
2,cluster_majority,372,0.68125
2,cluster_majority,379,0.7833333333333333
2,cluster_majority,380,0.7916666666666666
2,cluster_majority,381,0.8041666666666667
2,cluster_majority,394,0.7958333333333333
2,cluster_majority,398,0.7520833333333333
2,cluster_majority,401,0.7604166666666666
2,cluster_majority,408,0.7708333333333334
2,cluster_majority,410,0.7916666666666666
2,cluster_majority,416,0.6895833333333333
2,cluster_majority,418,0.8
2,cluster_majority,424,0.7583333333333333
2,cluster_majority,434,0.825
2,cluster_majority,444,0.7791666666666667
2,cluster_majority,446,0.7479166666666667
2,cluster_majority,448,0.8145833333333333
2,cluster_majority,449,0.7520833333333333
2,cluster_majority,452,0.7666666666666667
2,cluster_majority,453,0.7854166666666667
2,cluster_majority,463,0.7333333333333333
2,cluster_majority,465,0.7666666666666667
2,cluster_majority,469,0.7145833333333333
2,cluster_majority,472,0.7625
2,cluster_majority,481,0.8104166666666667
2,cluster_majority,487,0.7958333333333333
2,cluster_majority,497,0.7604166666666666
2,cluster_majority,502,0.7145833333333333
2,cluster_majority,507,0.7645833333333333
2,cluster_majority,509,0.7895833333333333
2,cluster_majority,513,0.8416666666666667
2,cluster_majority,518,0.8
2,cluster_majority,523,0.7645833333333333
2,cluster_majority,526,0.7541666666666667
2,cluster_majority,537,0.7208333333333333
2,cluster_majority,538,0.7541666666666667
2,cluster_majority,545,0.8125
2,cluster_majority,546,0.8083333333333333
2,cluster_majority,548,0.7708333333333334
2,cluster_mean,364,0.7520833333333333
2,cluster_mean,371,0.7291666666666666
2,cluster_mean,372,0.6833333333333333
2,cluster_mean,379,0.75625
2,cluster_mean,380,0.8145833333333333
2,cluster_mean,381,0.8354166666666667
2,cluster_mean,394,0.85625
2,cluster_mean,398,0.7375
2,cluster_mean,401,0.7541666666666667
2,cluster_mean,408,0.7895833333333333
2,cluster_mean,410,0.8395833333333333
2,cluster_mean,416,0.7375
2,cluster_mean,418,0.81875
2,cluster_mean,424,0.7604166666666666
2,cluster_mean,434,0.8770833333333333
2,cluster_mean,444,0.80625
2,cluster_mean,446,0.7833333333333333
2,cluster_mean,448,0.8
2,cluster_mean,449,0.7416666666666667
2,cluster_mean,452,0.8104166666666667
2,cluster_mean,453,0.7916666666666666
2,cluster_mean,463,0.73125
2,cluster_mean,465,0.78125
2,cluster_mean,469,0.7666666666666667
2,cluster_mean,472,0.75625
2,cluster_mean,481,0.8125
2,cluster_mean,487,0.8229166666666666
2,cluster_mean,497,0.7791666666666667
2,cluster_mean,502,0.7166666666666667
2,cluster_mean,507,0.8083333333333333
2,cluster_mean,509,0.7708333333333334
2,cluster_mean,513,0.81875
2,cluster_mean,518,0.83125
2,cluster_mean,523,0.775
2,cluster_mean,526,0.79375
2,cluster_mean,537,0.7520833333333333
2,cluster_mean,538,0.7645833333333333
2,cluster_mean,545,0.81875
2,cluster_mean,546,0.80625
2,cluster_mean,548,0.80625
2,centroid_determin,364,0.6333333333333333
2,centroid_determin,371,0.6604166666666667
2,centroid_determin,372,0.6520833333333333
2,centroid_determin,379,0.65
2,centroid_determin,380,0.7583333333333333
2,centroid_determin,381,0.7708333333333334
2,centroid_determin,394,0.8583333333333333
2,centroid_determin,398,0.6520833333333333
2,centroid_determin,401,0.6520833333333333
2,centroid_determin,408,0.7333333333333333
2,centroid_determin,410,0.7875
2,centroid_determin,416,0.7604166666666666
2,centroid_determin,418,0.7875
2,centroid_determin,424,0.6708333333333333
2,centroid_determin,434,0.7708333333333334
2,centroid_determin,444,0.7083333333333334
2,centroid_determin,446,0.7354166666666667
2,centroid_determin,448,0.7104166666666667
2,centroid_determin,449,0.66875
2,centroid_determin,452,0.775
2,centroid_determin,453,0.71875
2,centroid_determin,463,0.6875
2,centroid_determin,465,0.725
2,centroid_determin,469,0.8020833333333334
2,centroid_determin,472,0.6875
2,centroid_determin,481,0.71875
2,centroid_determin,487,0.75
2,centroid_determin,497,0.70625
2,centroid_determin,502,0.6270833333333333
2,centroid_determin,507,0.83125
2,centroid_determin,509,0.7104166666666667
2,centroid_determin,513,0.6958333333333333
2,centroid_determin,518,0.75
2,centroid_determin,523,0.6395833333333333
2,centroid_determin,526,0.7875
2,centroid_determin,537,0.6625
2,centroid_determin,538,0.7291666666666666
2,centroid_determin,545,0.7791666666666667
2,centroid_determin,546,0.7
2,centroid_determin,548,0.8041666666666667
2,empirical_sample,364,0.7208333333333333
2,empirical_sample,371,0.6708333333333333
2,empirical_sample,372,0.63125
2,empirical_sample,379,0.7104166666666667
2,empirical_sample,380,0.7020833333333333
2,empirical_sample,381,0.75625
2,empirical_sample,394,0.7479166666666667
2,empirical_sample,398,0.6604166666666667
2,empirical_sample,401,0.6895833333333333
2,empirical_sample,408,0.6958333333333333
2,empirical_sample,410,0.7166666666666667
2,empirical_sample,416,0.6958333333333333
2,empirical_sample,418,0.69375
2,empirical_sample,424,0.7083333333333334
2,empirical_sample,434,0.7458333333333333
2,empirical_sample,444,0.70625
2,empirical_sample,446,0.725
2,empirical_sample,448,0.7270833333333333
2,empirical_sample,449,0.65625
2,empirical_sample,452,0.7208333333333333
2,empirical_sample,453,0.7145833333333333
2,empirical_sample,463,0.7145833333333333
2,empirical_sample,465,0.7145833333333333
2,empirical_sample,469,0.6979166666666666
2,empirical_sample,472,0.6979166666666666
2,empirical_sample,481,0.73125
2,empirical_sample,487,0.7541666666666667
2,empirical_sample,497,0.6770833333333334
2,empirical_sample,502,0.6604166666666667
2,empirical_sample,507,0.75
2,empirical_sample,509,0.70625
2,empirical_sample,513,0.7291666666666666
2,empirical_sample,518,0.7291666666666666
2,empirical_sample,523,0.71875
2,empirical_sample,526,0.7125
2,empirical_sample,537,0.6708333333333333
2,empirical_sample,538,0.71875
2,empirical_sample,545,0.6979166666666666
2,empirical_sample,546,0.7041666666666667
2,empirical_sample,548,0.7395833333333334
2,train_user_copy,364,0.69375
2,train_user_copy,371,0.675
2,train_user_copy,372,0.6979166666666666
2,train_user_copy,379,0.6916666666666667
2,train_user_copy,380,0.775
2,train_user_copy,381,0.8083333333333333
2,train_user_copy,394,0.7125
2,train_user_copy,398,0.6708333333333333
2,train_user_copy,401,0.6979166666666666
2,train_user_copy,408,0.6875
2,train_user_copy,410,0.6625
2,train_user_copy,416,0.6375
2,train_user_copy,418,0.6958333333333333
2,train_user_copy,424,0.6583333333333333
2,train_user_copy,434,0.7541666666666667
2,train_user_copy,444,0.7104166666666667
2,train_user_copy,446,0.725
2,train_user_copy,448,0.6916666666666667
2,train_user_copy,449,0.5958333333333333
2,train_user_copy,452,0.71875
2,train_user_copy,453,0.76875
2,train_user_copy,463,0.61875
2,train_user_copy,465,0.7458333333333333
2,train_user_copy,469,0.7479166666666667
2,train_user_copy,472,0.6875
2,train_user_copy,481,0.78125
2,train_user_copy,487,0.7229166666666667
2,train_user_copy,497,0.65
2,train_user_copy,502,0.6625
2,train_user_copy,507,0.75625
2,train_user_copy,509,0.6041666666666666
2,train_user_copy,513,0.7520833333333333
2,train_user_copy,518,0.7145833333333333
2,train_user_copy,523,0.7604166666666666
2,train_user_copy,526,0.7395833333333334
2,train_user_copy,537,0.71875
2,train_user_copy,538,0.7291666666666666
2,train_user_copy,545,0.7666666666666667
2,train_user_copy,546,0.7645833333333333
2,train_user_copy,548,0.7916666666666666
3,global_mean,346,0.8020833333333334
3,global_mean,347,0.6583333333333333
3,global_mean,359,0.625
3,global_mean,360,0.73125
3,global_mean,365,0.7166666666666667
3,global_mean,375,0.6583333333333333
3,global_mean,397,0.8083333333333333
3,global_mean,399,0.8458333333333333
3,global_mean,405,0.6875
3,global_mean,417,0.7166666666666667
3,global_mean,420,0.7583333333333333
3,global_mean,427,0.7083333333333334
3,global_mean,440,0.6791666666666667
3,global_mean,441,0.6333333333333333
3,global_mean,456,0.7416666666666667
3,global_mean,457,0.6145833333333334
3,global_mean,459,0.8125
3,global_mean,460,0.7229166666666667
3,global_mean,462,0.7083333333333334
3,global_mean,464,0.7729166666666667
3,global_mean,470,0.70625
3,global_mean,471,0.8104166666666667
3,global_mean,476,0.625
3,global_mean,479,0.7708333333333334
3,global_mean,495,0.6395833333333333
3,global_mean,498,0.71875
3,global_mean,505,0.7041666666666667
3,global_mean,520,0.8416666666666667
3,global_mean,521,0.8
3,global_mean,534,0.75625
3,global_mean,541,0.74375
3,global_mean,551,0.7479166666666667
3,global_mean,554,0.68125
3,global_mean,561,0.7291666666666666
3,global_mean,566,0.7604166666666666
3,global_mean,571,0.78125
3,global_mean,574,0.675
3,global_mean,577,0.7041666666666667
3,global_mean,587,0.6958333333333333
3,global_mean,590,0.7645833333333333
3,cluster_majority,346,0.8020833333333334
3,cluster_majority,347,0.7833333333333333
3,cluster_majority,359,0.725
