split,cluster,baseline,n_test,similarity_mean,similarity_std,ci95_lo,ci95_hi
rand11,0,cluster_majority,40,0.7886979166666667,0.03144345502191636,0.7791145833333333,0.79854296875
rand11,0,cluster_mean,40,0.7919270833333334,0.03917328041455681,0.77989453125,0.8043229166666667
rand11,0,centroid_determin,40,0.7300520833333334,0.046137455738787886,0.7157278645833333,0.7445846354166665
rand11,0,empirical_sample,40,0.7221875000000001,0.03389356681625258,0.7118229166666666,0.7329687500000001
rand11,0,train_user_copy,40,0.7277604166666667,0.04788356533293083,0.7128111979166666,0.7422434895833333
rand12,0,global_mean,40,0.7274999999999999,0.048073114165358116,0.71265625,0.7419791666666666
rand12,0,cluster_majority,40,0.7902083333333334,0.03763920920322907,0.7780208333333334,0.8022408854166667
rand12,0,cluster_mean,40,0.7938541666666666,0.04635580521448564,0.7788541666666667,0.8080208333333333
rand12,0,centroid_determin,40,0.7274999999999999,0.048073114165358116,0.71265625,0.7419791666666666
rand12,0,empirical_sample,40,0.7282291666666667,0.029671779463452768,0.7188020833333334,0.7372408854166667
rand12,0,train_user_copy,40,0.7268229166666667,0.033502783816236816,0.71640625,0.73734375
rand13,0,global_mean,40,0.7428125,0.05644632021639871,0.7256236979166666,0.7602604166666667
rand13,0,cluster_majority,40,0.7766666666666666,0.03524221742298417,0.7653125,0.7879166666666666
rand13,0,cluster_mean,40,0.7959375,0.046050503488320065,0.78203125,0.8104687500000001
rand13,0,centroid_determin,40,0.7428125,0.05644632021639871,0.7256236979166666,0.7602604166666667
rand13,0,empirical_sample,40,0.7264583333333333,0.02983315875181693,0.7166666666666667,0.7350533854166666
rand13,0,train_user_copy,40,0.7211458333333333,0.042449801849753464,0.7080208333333333,0.7341158854166666
rand14,0,global_mean,40,0.7308854166666666,0.05876493512143435,0.7134882812499999,0.74875
rand14,0,cluster_majority,40,0.7943229166666667,0.03688437822128541,0.7824479166666667,0.8053151041666667
rand14,0,cluster_mean,40,0.80015625,0.050889201496909495,0.7845833333333333,0.8156263020833333
rand14,0,centroid_determin,40,0.7308854166666666,0.05876493512143435,0.7134882812499999,0.74875
rand14,0,empirical_sample,40,0.73,0.0326751423953371,0.7199479166666667,0.73984375
rand14,0,train_user_copy,40,0.7227083333333334,0.04493871212242538,0.7085924479166666,0.7364075520833333
rand15,0,global_mean,40,0.7313020833333332,0.043252346947802216,0.7174986979166667,0.74479296875
rand15,0,cluster_majority,40,0.7822395833333333,0.034689181328121266,0.77098828125,0.7926562500000001
rand15,0,cluster_mean,40,0.7940104166666666,0.03486764253085835,0.7826041666666667,0.8045312499999999
rand15,0,centroid_determin,40,0.7313020833333332,0.043252346947802216,0.7174986979166667,0.74479296875
rand15,0,empirical_sample,40,0.72421875,0.02663771010853577,0.7153645833333334,0.7323437499999998
rand15,0,train_user_copy,40,0.71671875,0.03975425679294889,0.7042695312499999,0.72869921875
rand16,0,global_mean,40,0.7364062499999999,0.05793949546335911,0.7188020833333334,0.7550000000000001
rand16,0,cluster_majority,40,0.7876562500000001,0.04264321127544153,0.7742174479166666,0.8005221354166666
rand16,0,cluster_mean,40,0.7925520833333334,0.04466281733840989,0.7787486979166666,0.8061458333333335
rand16,0,centroid_determin,40,0.7364062499999999,0.05793949546335911,0.7188020833333334,0.7550000000000001
rand16,0,empirical_sample,40,0.7279166666666667,0.03657066029543963,0.7165104166666667,0.73890625
rand16,0,train_user_copy,40,0.7235416666666666,0.0459095011045281,0.7091145833333333,0.73698046875
rand17,0,global_mean,40,0.7111979166666667,0.04799741271781393,0.6963528645833332,0.7261458333333333
rand17,0,cluster_majority,40,0.7744270833333333,0.04070768162008179,0.76130078125,0.7863020833333334
rand17,0,cluster_mean,40,0.7794270833333333,0.043879242385510595,0.7655716145833332,0.7926562500000001
rand17,0,centroid_determin,40,0.7111979166666667,0.04799741271781393,0.6963528645833332,0.7261458333333333
rand17,0,empirical_sample,40,0.7184895833333333,0.033108576575895624,0.7080208333333333,0.7284375
rand17,0,train_user_copy,40,0.7113541666666666,0.04411049395646498,0.6979153645833333,0.7243255208333333
rand18,0,global_mean,40,0.7459895833333332,0.043362338800107154,0.7327083333333333,0.7589075520833334
rand18,0,cluster_majority,40,0.7786979166666667,0.03707656627160956,0.7664049479166666,0.7894283854166666
rand18,0,cluster_mean,40,0.8016145833333332,0.040873936817212755,0.7885937500000001,0.8133854166666665
rand18,0,centroid_determin,40,0.7459895833333332,0.043362338800107154,0.7327083333333333,0.7589075520833334
rand18,0,empirical_sample,40,0.7257291666666668,0.0335007190532283,0.71515625,0.7359375
rand18,0,train_user_copy,40,0.7346874999999999,0.04015905335005075,0.7219791666666666,0.746875
rand19,0,global_mean,40,0.7392187499999999,0.05244227874364719,0.7227578124999999,0.7560989583333333
rand19,0,cluster_majority,40,0.7807812500000001,0.049321541691500166,0.76458203125,0.7960950520833333
rand19,0,cluster_mean,40,0.79328125,0.05178139039744931,0.7766653645833332,0.8094791666666665
rand19,0,centroid_determin,40,0.7392187499999999,0.05244227874364719,0.7227578124999999,0.7560989583333333
rand19,0,empirical_sample,40,0.7261979166666668,0.03737794807910362,0.7137499999999999,0.7373958333333335
rand19,0,train_user_copy,40,0.7186458333333333,0.03869045043497312,0.70671875,0.7306783854166666
paper,1,global_mean,40,0.7042187500000001,0.04266381699264547,0.6910924479166666,0.71713671875
paper,1,cluster_majority,40,0.79609375,0.029267635872215772,0.786875,0.8050520833333333
paper,1,cluster_mean,40,0.8270312499999999,0.02891441326174255,0.81796875,0.8361458333333334
paper,1,centroid_determin,40,0.7042187500000001,0.04266381699264547,0.6910924479166666,0.71713671875
paper,1,empirical_sample,40,0.7515104166666667,0.024816984184083596,0.7434375,0.7591666666666667
paper,1,train_user_copy,40,0.7464062499999999,0.04093627410166181,0.7330716145833333,0.7590104166666667
rand0,1,global_mean,40,0.6623958333333333,0.05351764620067956,0.6456250000000001,0.6777604166666666
rand0,1,cluster_majority,40,0.8039583333333333,0.03547727656934475,0.7931250000000001,0.8147916666666667
rand0,1,cluster_mean,40,0.8014583333333334,0.036288891972000956,0.7902591145833333,0.81244921875
rand0,1,centroid_determin,40,0.6623958333333333,0.05351764620067956,0.6456250000000001,0.6777604166666666
rand0,1,empirical_sample,40,0.7409375,0.03075846061339148,0.7311966145833333,0.7501562500000001
rand0,1,train_user_copy,40,0.7390625,0.042186213972168145,0.7260937500000001,0.7520325520833333
rand1,1,global_mean,40,0.6844270833333332,0.04661266290271287,0.6703111979166666,0.6986471354166666
rand1,1,cluster_majority,40,0.8099479166666669,0.03231345870864458,0.7998437500000001,0.8198437500000001
rand1,1,cluster_mean,40,0.8127604166666668,0.035010500347018914,0.8015104166666667,0.8236458333333332
rand1,1,centroid_determin,40,0.6844270833333332,0.04661266290271287,0.6703111979166666,0.6986471354166666
rand1,1,empirical_sample,40,0.7507291666666667,0.02360036009318032,0.7430729166666666,0.7577096354166667
rand1,1,train_user_copy,40,0.75671875,0.04285160799969731,0.7433841145833333,0.7699999999999999
rand2,1,global_mean,40,0.66609375,0.05551602054656286,0.6480729166666667,0.6826575520833332
rand2,1,cluster_majority,40,0.79859375,0.03738810708253733,0.7866666666666666,0.8100520833333335
rand2,1,cluster_mean,40,0.8057812500000001,0.04490655686897392,0.79125,0.8197395833333332
rand2,1,centroid_determin,40,0.66609375,0.05551602054656286,0.6480729166666667,0.6826575520833332
rand2,1,empirical_sample,40,0.7429166666666667,0.029509885349376277,0.7334361979166666,0.75166796875
rand2,1,train_user_copy,40,0.7450520833333333,0.041689284225935486,0.7325,0.7581249999999999
rand3,1,global_mean,40,0.68625,0.046992445462601284,0.6719791666666667,0.7007825520833333
rand3,1,cluster_majority,40,0.8009375000000001,0.0356698973906726,0.7895833333333334,0.8117708333333333
rand3,1,cluster_mean,40,0.8132291666666667,0.04345273513798899,0.7994791666666667,0.8263541666666665
rand3,1,centroid_determin,40,0.68625,0.046992445462601284,0.6719791666666667,0.7007825520833333
rand3,1,empirical_sample,40,0.7457812500000001,0.031897757058795606,0.7354166666666667,0.7552604166666667
rand3,1,train_user_copy,40,0.7518750000000001,0.040771104793850155,0.7391640625,0.76453125
rand4,1,global_mean,40,0.6821354166666668,0.058626287262282965,0.6641653645833333,0.70046875
rand4,1,cluster_majority,40,0.8048437500000001,0.031049312187653822,0.7950507812499998,0.81484375
rand4,1,cluster_mean,40,0.81796875,0.031614840745794445,0.8083854166666666,0.8279166666666666
rand4,1,centroid_determin,40,0.6821354166666668,0.058626287262282965,0.6641653645833333,0.70046875
rand4,1,empirical_sample,40,0.75234375,0.023649217360640778,0.7450520833333333,0.7595846354166665
rand4,1,train_user_copy,40,0.7535416666666667,0.03437247465471302,0.74296875,0.7643229166666666
rand5,1,global_mean,40,0.6896875,0.05263447971492746,0.67348828125,0.7055729166666667
rand5,1,cluster_majority,40,0.7885416666666666,0.03380846273905067,0.7778124999999999,0.7986979166666666
rand5,1,cluster_mean,40,0.805625,0.04566303589581207,0.7908854166666667,0.8192708333333334
rand5,1,centroid_determin,40,0.6896875,0.05263447971492746,0.67348828125,0.7055729166666667
rand5,1,empirical_sample,40,0.7381770833333332,0.032974591372984106,0.7279687499999999,0.74823046875
rand5,1,train_user_copy,40,0.7451041666666667,0.040775761923189935,0.7322382812499999,0.7575520833333333
rand6,1,global_mean,40,0.6982291666666667,0.0452581091183914,0.6841666666666667,0.7119270833333333
rand6,1,cluster_majority,40,0.7957291666666666,0.03444421692913211,0.7845820312499999,0.80588671875
rand6,1,cluster_mean,40,0.8139583333333335,0.04343437738576309,0.8004674479166666,0.8272395833333333
rand6,1,centroid_determin,40,0.6982291666666667,0.0452581091183914,0.6841666666666667,0.7119270833333333
rand6,1,empirical_sample,40,0.7458854166666666,0.03682402167130325,0.7341640625,0.7569791666666668
rand6,1,train_user_copy,40,0.7436458333333332,0.04105263707018913,0.7307812499999999,0.7568229166666667
rand7,1,global_mean,40,0.6893229166666667,0.04640081337402216,0.6745833333333333,0.703125
rand7,1,cluster_majority,40,0.8077604166666668,0.03746522548523793,0.7959375,0.8191145833333333
rand7,1,cluster_mean,40,0.8194270833333335,0.037196070149259186,0.8076041666666667,0.8306783854166667
rand7,1,centroid_determin,40,0.6893229166666667,0.04640081337402216,0.6745833333333333,0.703125
rand7,1,empirical_sample,40,0.7514062499999999,0.027427253449276212,0.7428645833333334,0.7597408854166666
rand7,1,train_user_copy,40,0.7611458333333333,0.041558583775396715,0.7481770833333333,0.7736471354166666
rand8,1,global_mean,40,0.6806770833333333,0.043371346257814934,0.6668229166666666,0.6941145833333333
rand8,1,cluster_majority,40,0.8157812499999999,0.03254233187273583,0.8057812500000001,0.82578125
rand8,1,cluster_mean,40,0.8250520833333332,0.02915731807023086,0.8159361979166665,0.8338541666666666
rand8,1,centroid_determin,40,0.6806770833333333,0.043371346257814934,0.6668229166666666,0.6941145833333333
rand8,1,empirical_sample,40,0.7564583333333333,0.027050460819652518,0.7480195312499999,0.7644791666666666
rand8,1,train_user_copy,40,0.7520833333333334,0.036464285228456385,0.7406757812499999,0.76323046875
rand9,1,global_mean,40,0.6860416666666667,0.05070509781515508,0.6706770833333333,0.7016158854166665
rand9,1,cluster_majority,40,0.7990625,0.03596074127704329,0.7880716145833333,0.8105742187499999
rand9,1,cluster_mean,40,0.8109375,0.03513290119713683,0.8002604166666668,0.821875
rand9,1,centroid_determin,40,0.6860416666666667,0.05070509781515508,0.6706770833333333,0.7016158854166665
rand9,1,empirical_sample,40,0.7469791666666666,0.027712836413534673,0.7383854166666666,0.7555208333333333
rand9,1,train_user_copy,40,0.7424479166666667,0.04094077992585754,0.7300520833333334,0.75546875
rand10,1,global_mean,40,0.6745312499999999,0.037420307392937655,0.6630208333333334,0.6865638020833332
rand10,1,cluster_majority,40,0.8106770833333332,0.0448623171008779,0.7963515624999999,0.8246354166666666
rand10,1,cluster_mean,40,0.8139062500000002,0.040791292931127536,0.8015611979166666,0.8269283854166666
rand10,1,centroid_determin,40,0.6745312499999999,0.037420307392937655,0.6630208333333334,0.6865638020833332
rand10,1,empirical_sample,40,0.7546354166666667,0.02965179687910535,0.74520703125,0.7638020833333333
rand10,1,train_user_copy,40,0.7573958333333334,0.03477029658063842,0.7463528645833333,0.7680208333333334
rand11,1,global_mean,40,0.6817708333333334,0.04506156571692901,0.6674479166666666,0.6955208333333334
rand11,1,cluster_majority,40,0.8069791666666667,0.03536009575111156,0.7955195312500001,0.8178645833333335
rand11,1,cluster_mean,40,0.8099999999999999,0.03669033327125219,0.7981770833333334,0.8214596354166667
rand11,1,centroid_determin,40,0.6817708333333334,0.04506156571692901,0.6674479166666666,0.6955208333333334
rand11,1,empirical_sample,40,0.7446875000000001,0.025099411721193784,0.73671875,0.7524479166666668
rand11,1,train_user_copy,40,0.7447916666666667,0.04080887873163552,0.7318216145833333,0.7572916666666667
rand12,1,global_mean,40,0.6689583333333333,0.0429055406289988,0.6550507812499999,0.6816145833333334
rand12,1,cluster_majority,40,0.8016666666666665,0.03763344312797684,0.7900520833333333,0.8132291666666667
rand12,1,cluster_mean,40,0.8042708333333334,0.040103354970140725,0.79171875,0.81609375
rand12,1,centroid_determin,40,0.6689583333333333,0.0429055406289988,0.6550507812499999,0.6816145833333334
rand12,1,empirical_sample,40,0.7528125,0.03153532933913609,0.74296875,0.7625520833333332
rand12,1,train_user_copy,40,0.7486458333333333,0.038166956649189496,0.7366132812499999,0.7602083333333333
rand13,1,global_mean,40,0.68265625,0.04616919437837974,0.6683333333333333,0.6973450520833333
rand13,1,cluster_majority,40,0.8103645833333333,0.03422152449431904,0.7996861979166666,0.8209375
rand13,1,cluster_mean,40,0.8143229166666668,0.03561582331857178,0.8029687500000001,0.8249479166666667
rand13,1,centroid_determin,40,0.68265625,0.04616919437837974,0.6683333333333333,0.6973450520833333
rand13,1,empirical_sample,40,0.7513020833333334,0.02759409210810954,0.7425,0.7598450520833333
rand13,1,train_user_copy,40,0.7458333333333333,0.03819381312609558,0.7339557291666667,0.7575013020833333
rand14,1,global_mean,40,0.6879687500000001,0.040546097254904406,0.67505078125,0.7006770833333333
rand14,1,cluster_majority,40,0.7954687500000001,0.03845961846670046,0.7834361979166666,0.80765625
rand14,1,cluster_mean,40,0.8096354166666668,0.03635606937475426,0.7980729166666667,0.8207812499999999
rand14,1,centroid_determin,40,0.6879687500000001,0.040546097254904406,0.67505078125,0.7006770833333333
rand14,1,empirical_sample,40,0.7489062500000001,0.030186728984287668,0.7393750000000001,0.7583333333333334
rand14,1,train_user_copy,40,0.7456770833333334,0.03677064890180376,0.7336979166666666,0.7571354166666666
rand15,1,global_mean,40,0.6696875,0.05212904244250245,0.6539583333333333,0.6864596354166667
rand15,1,cluster_majority,40,0.8035416666666666,0.034302954804700615,0.7932291666666668,0.8145846354166667
rand15,1,cluster_mean,40,0.8064583333333332,0.03592708182323376,0.7957799479166665,0.8176041666666667
rand15,1,centroid_determin,40,0.6696875,0.05212904244250245,0.6539583333333333,0.6864596354166667
rand15,1,empirical_sample,40,0.7409895833333333,0.026693457814681236,0.7327083333333333,0.7492200520833333
rand15,1,train_user_copy,40,0.7471875,0.04312437096964752,0.73359375,0.7605221354166666
rand16,1,global_mean,40,0.6936979166666667,0.051605069758952835,0.6773958333333334,0.70953125
rand16,1,cluster_majority,40,0.8060937499999999,0.0329713005859094,0.7960416666666668,0.81640625
rand16,1,cluster_mean,40,0.8146354166666667,0.037852760648534975,0.80301953125,0.8264596354166667
rand16,1,centroid_determin,40,0.6936979166666667,0.051605069758952835,0.6773958333333334,0.70953125
rand16,1,empirical_sample,40,0.7482291666666667,0.025196924070983125,0.7403645833333334,0.7559388020833333
rand16,1,train_user_copy,40,0.7429166666666667,0.040229916487056684,0.7301562500000001,0.755
rand17,1,global_mean,40,0.68515625,0.05583991623972696,0.6684882812499999,0.70203125
rand17,1,cluster_majority,40,0.80859375,0.028860699847018997,0.7992695312499999,0.8175520833333334
rand17,1,cluster_mean,40,0.8180729166666667,0.034373066549161065,0.8072916666666667,0.8286471354166667
rand17,1,centroid_determin,40,0.68515625,0.05583991623972696,0.6684882812499999,0.70203125
rand17,1,empirical_sample,40,0.7558333333333334,0.030223415775042884,0.7466653645833333,0.7652096354166666
rand17,1,train_user_copy,40,0.7619270833333334,0.03237216947890322,0.7518229166666666,0.7717708333333333
rand18,1,global_mean,40,0.67796875,0.05068516550830397,0.66203125,0.69354296875
rand18,1,cluster_majority,40,0.8025520833333333,0.030976187580924325,0.79234375,0.8118229166666666
rand18,1,cluster_mean,40,0.8086979166666668,0.036090067152176525,0.7970833333333334,0.8191666666666666
rand18,1,centroid_determin,40,0.67796875,0.05068516550830397,0.66203125,0.69354296875
rand18,1,empirical_sample,40,0.7505208333333333,0.0248028248699171,0.7425520833333333,0.7579166666666667
rand18,1,train_user_copy,40,0.7525520833333333,0.03469700038818198,0.7407291666666668,0.76323046875
rand19,1,global_mean,40,0.6913541666666666,0.04071451142986028,0.6783307291666667,0.70375
rand19,1,cluster_majority,40,0.8005208333333333,0.033319495825767445,0.7896354166666667,0.81041796875
rand19,1,cluster_mean,40,0.8100000000000002,0.03766226467640463,0.7979674479166666,0.8215104166666667
rand19,1,centroid_determin,40,0.6913541666666666,0.04071451142986028,0.6783307291666667,0.70375
rand19,1,empirical_sample,40,0.7438020833333333,0.02680743890008787,0.7354687500000001,0.7521875
rand19,1,train_user_copy,40,0.7401041666666666,0.03476343040826092,0.72911328125,0.7505729166666667
paper,2,global_mean,40,0.7227083333333333,0.05759540695904299,0.7049466145833332,0.7402096354166666
paper,2,cluster_majority,40,0.7704166666666666,0.034777317400218714,0.7588020833333333,0.7809375
paper,2,cluster_mean,40,0.7846875000000001,0.040153649126753656,0.7719791666666668,0.7970312500000001
paper,2,centroid_determin,40,0.7227083333333333,0.05759540695904299,0.7049466145833332,0.7402096354166666
paper,2,empirical_sample,40,0.7080208333333333,0.027902476181932912,0.6991145833333333,0.7162513020833332
paper,2,train_user_copy,40,0.71109375,0.050491051144333714,0.6952578124999998,0.7264062499999999
rand0,2,global_mean,40,0.7251041666666667,0.057582500446219674,0.7066666666666667,0.7424492187499999
rand0,2,cluster_majority,40,0.7716666666666667,0.03568464792067062,0.760625,0.7827083333333332
rand0,2,cluster_mean,40,0.7866666666666666,0.04725494168749855,0.7717708333333333,0.8007291666666667
rand0,2,centroid_determin,40,0.7251041666666667,0.057582500446219674,0.7066666666666667,0.7424492187499999
rand0,2,empirical_sample,40,0.70921875,0.037764942257539305,0.6976028645833333,0.7205208333333333
rand0,2,train_user_copy,40,0.7142708333333333,0.04716703014435919,0.6991132812499999,0.7280729166666666
rand1,2,global_mean,40,0.7178125,0.05807410779794881,0.6989583333333333,0.73609375
rand1,2,cluster_majority,40,0.7760416666666666,0.04202450508664888,0.7625,0.7889075520833333
rand1,2,cluster_mean,40,0.7819791666666667,0.05049784700443508,0.7659895833333333,0.7977617187499998
rand1,2,centroid_determin,40,0.7178125,0.05807410779794881,0.6989583333333333,0.73609375
rand1,2,empirical_sample,40,0.7149479166666667,0.03845115357095934,0.7024479166666666,0.7267187500000001
rand1,2,train_user_copy,40,0.70703125,0.0446501823107358,0.6925494791666668,0.7198958333333334
rand2,2,global_mean,40,0.748125,0.05123856579764895,0.7320833333333333,0.7642721354166666
rand2,2,cluster_majority,40,0.7828125,0.0379565666895876,0.7707812500000001,0.79463671875
rand2,2,cluster_mean,40,0.8011458333333333,0.039269451788253924,0.7883333333333333,0.8134388020833335
rand2,2,centroid_determin,40,0.748125,0.05123856579764895,0.7320833333333333,0.7642721354166666
rand2,2,empirical_sample,40,0.7189583333333334,0.02909515041682681,0.7101041666666666,0.7281263020833333
rand2,2,train_user_copy,40,0.7276562500000001,0.036057280757978996,0.7165611979166666,0.7390638020833332
rand3,2,global_mean,40,0.743125,0.04274185676177914,0.72921875,0.7555208333333333
rand3,2,cluster_majority,40,0.7952083333333333,0.03730330358471397,0.7834895833333333,0.8067708333333332
rand3,2,cluster_mean,40,0.8094791666666665,0.04045088220951155,0.7967174479166665,0.8214583333333334
rand3,2,centroid_determin,40,0.743125,0.04274185676177914,0.72921875,0.7555208333333333
rand3,2,empirical_sample,40,0.7241666666666667,0.029495173804840985,0.7149986979166667,0.73328125
rand3,2,train_user_copy,40,0.73953125,0.04517156603001679,0.7251562500000001,0.7536458333333333
rand4,2,global_mean,40,0.7415625,0.056300035616477784,0.7239049479166666,0.7586471354166666
rand4,2,cluster_majority,40,0.7826041666666667,0.05954389356110891,0.7625,0.8
rand4,2,cluster_mean,40,0.795625,0.05749358357919411,0.7760364583333333,0.8124479166666667
