run,status,K,alpha,corpus,decoder,gbm_gain,gbm_hi,gbm_lo,gbm_noLLM,gbm_sig,gbm_withLLM,lam,lin_gain,lin_hi,lin_lo,lin_noLLM,lin_sig,lin_withLLM,llm_cal,llm_logloss,llm_raw,mass,model,n_eval,n_items,n_train,panel,prior,stack,stack_gain,stack_hi,stack_lo,stack_sig,support_dropped,support_frac,w_star
h17n512_Qwen_Qwen3p6-35B-A3B_sd3_test2,ok,5,1.2,sd3,0.12677916354076535,0.00035836812699032697,0.0015101320243963877,-0.0008736394991035432,0.1340818151494091,False,0.13372344702241876,10.0,-9.146504114085013e-05,-2.726437306631289e-06,-0.00018223463317265708,0.12681804455681261,False,0.1269095095979535,0.15764672514802747,1.6821656340960303,0.1957806075945312,0.9878,Qwen/Qwen3.6-35B-A3B,256,15,8000,test2,0.16448331393229165,0.12677916354076535,-1.0842021724855044e-19,0.0,-3.2526065174565133e-19,False,0,1.0,0.0
h17n512_Qwen_Qwen3p6-35B-A3B_sd3_val,ok,5,1.2,sd3,0.13086319516317446,0.0007538013333904176,0.0018815805154704867,-0.000452733556565302,0.13795305450802137,False,0.13719925317463094,0.01,-0.00027531296095289364,-0.00010746642908629967,-0.0004448507715228109,0.13083647427508527,False,0.13111178723603817,0.16282063580430534,1.689357423989948,0.1999178577631923,0.9875,Qwen/Qwen3.6-35B-A3B,256,15,8000,val,0.17050426119791667,0.13086319516317446,0.0,0.0,0.0,False,0,1.0,0.0
h17n512_Qwen_Qwen3p8-27B_big5_test2,"stale-key(rev=9,expected=7)",,,big5,,,,,,,,,,,,,,,,,,,Qwen/Qwen3.8-27B,,,,,,,,,,,,,
h17n512_Qwen_Qwen3p8-27B_big5_val,"stale-key(rev=9,expected=7)",,,big5,,,,,,,,,,,,,,,,,,,Qwen/Qwen3.8-27B,,,,,,,,,,,,,
h17n512_Qwen_Qwen3p8-27B_hexaco_test2,ok,7,0.0,hexaco,0.11815881234719214,-6.900395582496615e-05,-6.7774545951864595e-06,-0.00012983259647730993,0.1165502419789948,False,0.11661924593481977,100.0,7.86278820126367e-06,2.9194920116202375e-05,-1.2688313148039401e-05,0.11700648269097205,False,0.11699861990277079,0.16007754561631943,2.067464862492293,0.19567076375065512,0.9918,Qwen/Qwen3.8-27B,256,120,8000,test2,0.16007754561631943,0.11811475090326994,4.4061443922218345e-05,0.0001256336427632623,-3.662143786937007e-05,False,2,0.9999674479166667,0.05
h17n512_Qwen_Qwen3p8-27B_hexaco_val,ok,7,0.0,hexaco,0.11865519939495958,5.823648226014363e-05,0.0001354829436403366,-1.925850532751153e-05,0.11726990799054532,False,0.11721167150828518,100.0,-4.69760659660537e-06,4.324205997650593e-05,-5.0959266307354096e-05,0.11739969757036402,False,0.11740439517696062,0.15904011614583335,2.04490178564507,0.19372222694488203,0.9917,Qwen/Qwen3.8-27B,256,120,8000,val,0.15904011614583335,0.11861309095045883,4.210844450075311e-05,0.00012245497096793152,-4.0705297372336266e-05,False,2,0.9999674479166667,0.05
h17n512_Qwen_Qwen3p8-27B_ipip_test2,ok,5,1.1,ipip,0.11065117544170214,-0.00011259852165230417,5.282534323918142e-05,-0.0002707292305845802,0.1107535758517586,False,0.1108661743734109,100.0,1.394900093131107e-05,5.839141211893914e-05,-3.35921167591493e-05,0.1103764899813766,False,0.11036254098044529,0.15080606787567627,1.710608030107543,0.18525965543878967,0.9878,Qwen/Qwen3.8-27B,256,60,8000,test2,0.15553935029296875,0.11065117544170214,1.6263032587282567e-19,4.336808689942018e-19,0.0,False,0,1.0,0.0
h17n512_Qwen_Qwen3p8-27B_ipip_val,ok,5,1.1,ipip,0.11005563461363177,0.00010895839513696079,0.00025458763449170263,-3.768508916280631e-05,0.11013308102571354,False,0.11002412263057659,100.0,5.74715066671875e-06,3.3138920356043954e-05,-2.0251114257262366e-05,0.10979204822869643,False,0.10978630107802971,0.1514930518988365,1.7096853336353708,0.18364825619291453,0.9877,Qwen/Qwen3.8-27B,256,60,8000,val,0.15577885631510419,0.11005563461363177,-1.0842021724855044e-19,1.6263032587282567e-19,-4.336808689942018e-19,False,0,1.0,0.0
h17n512_Qwen_Qwen3p8-27B_sd3_test2,ok,5,1.4,sd3,0.12677916354076535,0.0001838742784897668,0.0012489697694479703,-0.000913068637187817,0.1340818151494091,False,0.13389794087091933,10.0,-7.059869627866033e-05,2.9302179232270005e-05,-0.00017359817475135706,0.12681804455681261,False,0.12688864325309127,0.15448612673287238,1.6566888637909134,0.1893392504272306,0.9751,Qwen/Qwen3.8-27B,256,15,8000,test2,0.16448331393229165,0.12677916354076535,-1.0842021724855044e-19,0.0,-3.2526065174565133e-19,False,0,1.0,0.0
h17n512_Qwen_Qwen3p8-27B_sd3_val,ok,5,1.4,sd3,0.13086319516317446,-0.0002962184440114669,0.0007767892739153385,-0.0013402243319755387,0.13795305450802137,False,0.13824927295203282,0.01,-8.236137871915126e-05,5.608185217120616e-05,-0.00022063767302528119,0.13083647427508527,False,0.1309188356538044,0.15843334826970462,1.6535017584276934,0.19197235732734944,0.9753,Qwen/Qwen3.8-27B,256,15,8000,val,0.17050426119791667,0.13086319516317446,0.0,0.0,0.0,False,0,1.0,0.0
h17n512_google_gemma-4-12B-it_big5_test2,ok,5,0.1,big5,0.12005699328891752,-0.0005489894759590911,0.00010296694715572638,-0.001229608159201514,0.12298179249446012,False,0.12353078197041921,10.0,1.2978958921748508e-05,0.00011586076331056148,-9.160287281419645e-05,0.12001478569328208,False,0.12000180673436034,0.16476969069459646,2.782743118534153,0.2677588699148646,0.9999,google/gemma-4-12B-it,256,25,8000,test2,0.16492094007812502,0.12005699328891752,2.710505431213761e-19,5.963111948670274e-19,5.421010862427522e-20,True,0,1.0,0.0
h17n512_google_gemma-4-12B-it_big5_val,ok,5,0.1,big5,0.12177626991071844,-0.0005296209650716927,0.00016466443715750062,-0.0011728320610365772,0.12490030213393785,False,0.12542992309900958,10.0,-3.638695786152747e-05,4.053669122213516e-05,-0.0001060995561447454,0.12204591513979839,False,0.1220823020976599,0.1664845467856268,2.7811275949299112,0.26792886075283917,0.9999,google/gemma-4-12B-it,256,25,8000,val,0.166819983046875,0.12177626991071844,1.0842021724855044e-19,4.336808689942018e-19,-1.0842021724855044e-19,False,0,1.0,0.0
h17n512_google_gemma-4-12B-it_hexaco_test2,ok,7,0.0,hexaco,0.11815881234719214,-2.4829538536356706e-05,2.8095945211908778e-05,-7.813341440694155e-05,0.1165502419789948,False,0.11657507151753116,100.0,-3.6563181880891514e-06,3.0953050561159534e-05,-3.698085960170593e-05,0.11700648269097205,False,0.11701013900916013,0.16007754561631943,3.9096401967903036,0.28409339146515805,0.931,google/gemma-4-12B-it,256,120,8000,test2,0.16007754561631943,0.11811475090326994,4.4061443922218345e-05,0.0001259595546987718,-3.7454200766815964e-05,False,2,0.9999674479166667,0.05
h17n512_google_gemma-4-12B-it_hexaco_val,ok,7,0.0,hexaco,0.11865519939495958,3.3628436048280014e-05,0.00012206965556042677,-5.900299556033629e-05,0.11726990799054532,False,0.11723627955449704,100.0,-1.965918111200408e-05,1.8328255942022792e-05,-5.6242495036836794e-05,0.11739969757036402,False,0.11741935675147604,0.15904011614583335,3.792187886855902,0.2781193380564685,0.9256,google/gemma-4-12B-it,256,120,8000,val,0.15904011614583335,0.11861309095045883,4.210844450075311e-05,0.0001240062582676895,-3.9777454961851154e-05,False,2,0.9999674479166667,0.05
h17n512_google_gemma-4-12B-it_ipip_test2,ok,5,0.3,ipip,0.11065117544170214,4.2466223986794156e-05,0.00019993858417918545,-0.00011814209462552787,0.1107535758517586,False,0.11071110962777181,100.0,-1.2612465044928897e-05,1.991112479189834e-05,-4.5575653855654505e-05,0.1103764899813766,False,0.11038910244642153,0.15363920643987977,3.0609072373867985,0.261051468260852,0.9987,google/gemma-4-12B-it,256,60,8000,test2,0.15553935029296875,0.11065117544170214,1.6263032587282567e-19,4.336808689942018e-19,0.0,False,0,1.0,0.0
h17n512_google_gemma-4-12B-it_ipip_val,ok,5,0.3,ipip,0.11005563461363177,-1.2767200982380784e-05,0.000127363858073885,-0.00015399709356168082,0.11013308102571354,False,0.11014584822669593,100.0,-4.4544220789144846e-05,1.152197374260489e-05,-9.937191244363803e-05,0.10979204822869643,False,0.10983659244948557,0.15439749883491882,3.088990880719975,0.26319809872567534,0.9983,google/gemma-4-12B-it,256,60,8000,val,0.15577885631510419,0.11005563461363177,-1.0842021724855044e-19,1.6263032587282567e-19,-4.336808689942018e-19,False,0,1.0,0.0
h17n512_google_gemma-4-12B-it_sd3_test2,ok,5,0.3,sd3,0.12677916354076535,0.0012953033119459942,0.0024763818813661577,0.0001604915282631162,0.1340818151494091,True,0.1327865118374631,10.0,-3.482759222784091e-05,0.00016482893330584507,-0.00023372887995592396,0.12681804455681261,False,0.12685287214904045,0.16156012958917793,2.683562169575828,0.2534557983229524,0.967,google/gemma-4-12B-it,256,15,8000,test2,0.16448331393229165,0.12677916354076535,-1.0842021724855044e-19,0.0,-3.2526065174565133e-19,False,0,1.0,0.0
h17n512_google_gemma-4-12B-it_sd3_val,ok,5,0.3,sd3,0.13086319516317446,0.00011862255580664954,0.001238837127661783,-0.0009692489346659101,0.13795305450802137,False,0.1378344319522147,0.01,-0.00014570789257145166,3.2989100434118005e-05,-0.0003305094501191088,0.13083647427508527,False,0.1309821821676567,0.16775892044662766,2.6262760119191695,0.25807275277007014,0.9627,google/gemma-4-12B-it,256,15,8000,val,0.17050426119791667,0.13086319516317446,0.0,0.0,0.0,False,0,1.0,0.0
h17n512_google_gemma-4-E2B-it_big5_test2,ok,5,0.2,big5,0.12005699328891752,-0.00028207755589488757,0.00042280912019518525,-0.0009612244856188831,0.12298179249446012,False,0.12326387005035502,10.0,1.0010919279416472e-05,0.00012934203069539895,-0.00010761115441934577,0.12001478569328208,False,0.12000477477400269,0.16483092896371565,3.359726589480461,0.28017592643667616,0.9814,google/gemma-4-E2B-it,256,25,8000,test2,0.16492094007812502,0.12005699328891752,2.710505431213761e-19,5.963111948670274e-19,5.421010862427522e-20,True,0,1.0,0.0
h17n512_google_gemma-4-E2B-it_big5_val,ok,5,0.1,big5,0.12177626991071844,-0.0006010627081376433,0.00012531347910715176,-0.0013330544640973688,0.12490030213393785,False,0.1255013648420755,10.0,-7.131132844456745e-06,5.4322900116374495e-05,-6.86891065355639e-05,0.12204591513979839,False,0.12205304627264285,0.16635511995289337,3.4171502746085314,0.28687086990648075,0.9852,google/gemma-4-E2B-it,256,25,8000,val,0.166819983046875,0.12177626991071844,1.0842021724855044e-19,3.7947076036992655e-19,-1.0842021724855044e-19,False,0,1.0,0.0
h17n512_google_gemma-4-E2B-it_hexaco_test2,ok,7,0.1,hexaco,0.11815881234719214,-9.90067838781197e-05,-3.593074675442063e-05,-0.0001640587944895341,0.1165502419789948,False,0.11664924876287293,100.0,-2.980867826455155e-05,-9.822459245216207e-07,-5.824356286828602e-05,0.11700648269097205,False,0.1170362913692366,0.1598490871802669,2.7636790687387767,0.23151109403349213,0.9561,google/gemma-4-E2B-it,256,120,8000,test2,0.16007754561631943,0.11811278415303098,4.602819416117145e-05,0.00012655226926799448,-3.4581225956037755e-05,False,2,0.9999674479166667,0.05
h17n512_google_gemma-4-E2B-it_hexaco_val,ok,7,0.0,hexaco,0.11865519939495958,-1.2469788465830473e-05,7.41028359535789e-05,-9.672569668076751e-05,0.11726990799054532,False,0.11728237777901115,100.0,-1.424462175759171e-05,2.302874914404811e-05,-4.9584085546420945e-05,0.11739969757036402,False,0.11741394219212162,0.15904011614583335,2.833608939097701,0.23620831374050025,0.9603,google/gemma-4-E2B-it,256,120,8000,val,0.15904011614583335,0.11861309095045883,4.210844450075311e-05,0.0001239547773500515,-3.884609867560779e-05,False,2,0.9999674479166667,0.05
h17n512_google_gemma-4-E2B-it_ipip_test2,ok,5,0.0,ipip,0.11065117544170214,3.822549812519484e-05,0.00017842216058599485,-0.00010328228926392605,0.1107535758517586,False,0.1107153503536334,100.0,-2.6637687837244582e-05,5.435251903973916e-06,-5.994565635679461e-05,0.1103764899813766,False,0.11040312766921384,0.15553935029296873,3.4768254479520273,0.34686355039524575,0.9899,google/gemma-4-E2B-it,256,60,8000,test2,0.15553935029296875,0.11065117544170214,1.6263032587282567e-19,4.336808689942018e-19,0.0,False,0,1.0,0.0
h17n512_google_gemma-4-E2B-it_ipip_val,ok,5,0.0,ipip,0.11005563461363177,-6.090020497455075e-05,9.45519739422906e-05,-0.00020834612173656323,0.11013308102571354,False,0.1101939812306881,100.0,-3.8277329275791284e-05,5.437888911255885e-07,-7.746848859774833e-05,0.10979204822869643,False,0.10983032555797223,0.15577885631510419,3.5239130236244467,0.34939828190729183,0.9887,google/gemma-4-E2B-it,256,60,8000,val,0.15577885631510419,0.11005563461363177,-1.0842021724855044e-19,1.6263032587282567e-19,-4.336808689942018e-19,False,0,1.0,0.0
h17n512_google_gemma-4-E2B-it_sd3_test2,ok,5,0.4,sd3,0.12677916354076535,0.0005152466249941704,0.0015547999793387717,-0.0005618357936412986,0.1340818151494091,False,0.13356656852441492,10.0,-1.614201935588237e-05,6.41671208533342e-05,-9.789956098683189e-05,0.12681804455681261,False,0.12683418657616852,0.16024950885467729,3.4396369953149906,0.2462185918737177,0.9822,google/gemma-4-E2B-it,256,15,8000,test2,0.16448331393229165,0.12677916354076535,-1.0842021724855044e-19,0.0,-3.2526065174565133e-19,False,0,1.0,0.0
h17n512_google_gemma-4-E2B-it_sd3_val,ok,5,0.4,sd3,0.13086319516317446,0.00044916705200183176,0.001540962622258949,-0.0006749718949536607,0.13795305450802137,False,0.13750388745601952,0.01,-0.00010843333177608403,2.6670787957660533e-06,-0.0002301552239888029,0.13083647427508527,False,0.13094490760686134,0.1657256134150515,3.418460412894582,0.2495593230795047,0.9815,google/gemma-4-E2B-it,256,15,8000,val,0.17050426119791667,0.13086319516317446,0.0,0.0,0.0,False,0,1.0,0.0
h17n512_google_gemma-4-E4B-it_big5_test2,ok,5,0.1,big5,0.12005699328891752,-0.0011530670984376276,-0.0004671351137918099,-0.0018499439538855586,0.12298179249446012,False,0.12413485959289774,10.0,-0.00033225195030167566,-0.0001374576630422891,-0.0005379342970396597,0.12001478569328208,False,0.12034703764358376,0.1654186406860062,3.066461714491993,0.31137037539299306,1.0,google/gemma-4-E4B-it,256,25,8000,test2,0.16492094007812502,0.12005699328891752,2.710505431213761e-19,5.963111948670274e-19,5.421010862427522e-20,True,0,1.0,0.0
h17n512_google_gemma-4-E4B-it_big5_val,ok,5,0.0,big5,0.12177626991071844,-0.0008915352292629046,-0.0003202451846518316,-0.0014825483408721048,0.12490030213393785,False,0.12579183736320076,10.0,-3.36882159101676e-05,2.0178475557228947e-05,-8.77302666931152e-05,0.12204591513979839,False,0.12207960335570855,0.166819983046875,3.093671934867523,0.31544826390071556,1.0,google/gemma-4-E4B-it,256,25,8000,val,0.166819983046875,0.12177626991071844,1.0842021724855044e-19,3.7947076036992655e-19,-1.0842021724855044e-19,False,0,1.0,0.0
h17n512_google_gemma-4-E4B-it_hexaco_test2,ok,7,0.0,hexaco,0.11815881234719214,-3.979423552095512e-05,2.5365050841937287e-05,-0.00010336945571205679,0.1165502419789948,False,0.11659003621451576,100.0,-3.868531659368074e-05,-1.1294964718659167e-05,-6.639791132349942e-05,0.11700648269097205,False,0.11704516800756572,0.16007754561631943,2.6886356290822495,0.24033925603250458,0.9999,google/gemma-4-E4B-it,256,120,8000,test2,0.16007754561631943,0.11811475090326994,4.4061443922218345e-05,0.00012472047908885305,-3.558295794213293e-05,False,2,0.9999674479166667,0.05
h17n512_google_gemma-4-E4B-it_hexaco_val,ok,7,0.0,hexaco,0.11865519939495958,3.4539481350113024e-05,0.00011228350028916138,-4.8231096491096484e-05,0.11726990799054532,False,0.11723536850919522,100.0,-3.2085960122943174e-05,-4.33764300389766e-06,-5.852633692950923e-05,0.11739969757036402,False,0.11743178353048697,0.15904011614583335,2.675207301319417,0.2406359181771122,0.9999,google/gemma-4-E4B-it,256,120,8000,val,0.15904011614583335,0.11861309095045883,4.210844450075311e-05,0.00012496379288342018,-3.9799371102382645e-05,False,2,0.9999674479166667,0.05
h17n512_google_gemma-4-E4B-it_ipip_test2,ok,5,0.2,ipip,0.11065117544170214,6.409393104836166e-05,0.00023605592195293355,-0.00010642605898253937,0.1107535758517586,False,0.11068948192071024,100.0,-3.800195792738443e-05,1.2091742087587436e-05,-8.725623186817076e-05,0.1103764899813766,False,0.110414491939304,0.15540081176702583,2.1988114559989063,0.2521592320020715,0.997,google/gemma-4-E4B-it,256,60,8000,test2,0.15553935029296875,0.11065117544170214,1.6263032587282567e-19,4.336808689942018e-19,0.0,False,0,1.0,0.0
h17n512_google_gemma-4-E4B-it_ipip_val,ok,5,0.1,ipip,0.11005563461363177,-7.244413609549001e-05,8.080642708255415e-05,-0.0002285862670806503,0.11013308102571354,False,0.11020552516180904,100.0,-1.004928881367229e-05,3.087156144217798e-05,-5.1004257184541914e-05,0.10979204822869643,False,0.1098020975175101,0.1553752311099197,2.2152381667195344,0.25309471932899175,0.9977,google/gemma-4-E4B-it,256,60,8000,val,0.15577885631510419,0.11005563461363177,-1.0842021724855044e-19,1.6263032587282567e-19,-4.336808689942018e-19,False,0,1.0,0.0
h17n512_google_gemma-4-E4B-it_sd3_test2,ok,5,0.4,sd3,0.12677916354076535,0.0011034498387219344,0.002270031171690373,-4.5761147452894e-05,0.1340818151494091,False,0.13297836531068716,10.0,-0.0001654687837213164,-1.4603797754004334e-06,-0.0003356996667730728,0.12681804455681261,False,0.12698351334053393,0.1594442477884938,2.62128325496379,0.24851349559107438,1.0,google/gemma-4-E4B-it,256,15,8000,test2,0.16448331393229165,0.12677916354076535,-1.0842021724855044e-19,0.0,-3.2526065174565133e-19,False,0,1.0,0.0
h17n512_google_gemma-4-E4B-it_sd3_val,ok,5,0.4,sd3,0.13086319516317446,0.000705998654264533,0.0017598666933818653,-0.00041447371395043886,0.13795305450802137,False,0.13724705585375685,0.01,-0.0001212770911564977,1.0054726336519527e-05,-0.00024713749914164363,0.13083647427508527,False,0.13095775136624177,0.16415067185305984,2.545310213433626,0.24607072010688252,1.0,google/gemma-4-E4B-it,256,15,8000,val,0.17050426119791667,0.13086319516317446,0.0,0.0,0.0,False,0,1.0,0.0
h17n512_ibm-granite_granite-4_2-30b_big5_test2,ok,5,0.5,big5,0.12005699328891752,-0.0008067898479960863,-2.3972633354717342e-05,-0.0015834232918638853,0.12298179249446012,False,0.12378858234245621,10.0,1.8512834011850672e-06,7.63670727028344e-05,-7.378534418816548e-05,0.12001478569328208,False,0.12001293440988092,0.16241012783510447,2.358579792553522,0.26197683779269054,0.9985,ibm-granite/granite-4.2-30b,256,25,8000,test2,0.16492094007812502,0.12005699328891752,2.710505431213761e-19,5.963111948670274e-19,5.421010862427522e-20,True,0,1.0,0.0
h17n512_ibm-granite_granite-4_2-30b_big5_val,ok,5,0.5,big5,0.12177626991071844,-0.0004713409161442,0.0002957579146477206,-0.0012290575648969302,0.12490030213393785,False,0.12537164305008208,10.0,-3.001178343020399e-06,8.095379979763686e-05,-8.509859608357772e-05,0.12204591513979839,False,0.1220489163181414,0.16466944095667613,2.366058300625214,0.266115299199514,0.9985,ibm-granite/granite-4.2-30b,256,25,8000,val,0.166819983046875,0.12177626991071844,1.0842021724855044e-19,3.7947076036992655e-19,-1.0842021724855044e-19,False,0,1.0,0.0
h17n512_ibm-granite_granite-4_2-8b_big5_test2,ok,5,0.4,big5,0.12005699328891752,-0.0004247778668145096,0.00027073689409728535,-0.0011471634592336282,0.12298179249446012,False,0.12340657036127463,10.0,5.738621300050421e-06,7.847627951746537e-05,-6.252309623372274e-05,0.12001478569328208,False,0.12000904707198204,0.16492063436462007,3.114689386935038,0.33989647102047965,0.9996,ibm-granite/granite-4.2-8b,256,25,8000,test2,0.16492094007812502,0.12005699328891752,2.710505431213761e-19,5.963111948670274e-19,5.421010862427522e-20,True,0,1.0,0.0
h17n512_ibm-granite_granite-4_2-8b_big5_val,ok,5,0.4,big5,0.12177626991071844,0.00021139559173147146,0.000837215523110741,-0.0003863373317847742,0.12490030213393785,False,0.12468890654220639,10.0,-7.201098231657011e-05,-1.3326821828908016e-05,-0.00012896637109691662,0.12204591513979839,False,0.12211792612211494,0.16641679821885247,3.163822838922453,0.3457990271724023,0.9996,ibm-granite/granite-4.2-8b,256,25,8000,val,0.166819983046875,0.12177626991071844,1.0842021724855044e-19,4.336808689942018e-19,-1.0842021724855044e-19,False,0,1.0,0.0
h17n512_ibm-granite_granite-4p2-30b_big5_test2,"stale-key(rev=9,expected=7)",,,big5,,,,,,,,,,,,,,,,,,,ibm-granite/granite-4.2-30b,,,,,,,,,,,,,
h17n512_ibm-granite_granite-4p2-30b_big5_val,"stale-key(rev=9,expected=7)",,,big5,,,,,,,,,,,,,,,,,,,ibm-granite/granite-4.2-30b,,,,,,,,,,,,,
h17n512_ibm-granite_granite-4p2-30b_hexaco_test2,ok,7,0.0,hexaco,0.11815881234719214,-3.289053742859451e-05,3.84882080402522e-05,-0.0001047932011005471,0.1165502419789948,False,0.1165831325164234,100.0,-3.113215389523446e-06,2.2132019310348023e-05,-2.907862778365806e-05,0.11700648269097205,False,0.11700959590636156,0.16007754561631943,2.616169769535613,0.23009750982725313,0.997,ibm-granite/granite-4.2-30b,256,120,8000,test2,0.16007754561631943,0.11811475090326994,4.4061443922218345e-05,0.00012650412702069674,-3.482244393577221e-05,False,2,0.9999674479166667,0.05
h17n512_ibm-granite_granite-4p2-30b_hexaco_val,ok,7,0.0,hexaco,0.11865519939495958,-4.7069136124791946e-05,4.265019772157765e-05,-0.00014031506997374063,0.11726990799054532,False,0.11731697712667011,100.0,-3.0964338692027844e-06,3.9293494499096494e-05,-4.3799036599750715e-05,0.11739969757036402,False,0.11740279400423323,0.15904011614583335,2.6193497624677624,0.22875531111623906,0.997,ibm-granite/granite-4.2-30b,256,120,8000,val,0.15904011614583335,0.11861309095045883,4.210844450075311e-05,0.0001227847583808132,-3.7547153522266885e-05,False,2,0.9999674479166667,0.05
