run,status,K,alpha,corpus,decoder,gbm_gain,gbm_hi,gbm_lo,gbm_noLLM,gbm_sig,gbm_withLLM,lam,lin_gain,lin_hi,lin_lo,lin_noLLM,lin_sig,lin_withLLM,llm_cal,llm_logloss,llm_raw,mass,model,n_eval,n_items,n_train,panel,prior,stack,stack_gain,stack_hi,stack_lo,stack_sig,support_dropped,support_frac,w_star
h17_swiss-ai_Apertus-8B-Instruct-2509_hexaco_val,ok,7,0.2,hexaco,0.12199949802114077,0.0003987119289248237,0.0008569176339822814,-5.862251882510928e-05,0.12397916485083997,False,0.12358045292191515,100.0,2.38999236552794e-05,9.465034739411457e-05,-4.523186155670793e-05,0.12066841582239507,False,0.12064451589873978,0.15988869243749654,2.314665417144739,0.22265586734581413,0.9961,swiss-ai/Apertus-8B-Instruct-2509,64,120,8000,val,0.1602474810546875,0.12189721221398439,0.00010228580715638614,0.00024234092452724915,-3.951814864410317e-05,False,0,1.0,0.05
h17_swiss-ai_Apertus-8B-Instruct-2509_ipip_test2,ok,5,0.0,ipip,0.11166129401691156,0.0008091125209499409,0.0018666491012358456,-0.0003210975056319505,0.11784211140523544,False,0.1170329988842855,100.0,5.63379562206986e-06,0.00011640149779746453,-0.00010380965880579949,0.11154839106469605,False,0.11154275726907398,0.15854253632812498,2.410515725046854,0.29705445756661253,0.9972,swiss-ai/Apertus-8B-Instruct-2509,64,60,8000,test2,0.15854253632812498,0.11166129401691156,0.0,0.0,0.0,False,0,1.0,0.0
h17_swiss-ai_Apertus-8B-Instruct-2509_ipip_val,ok,5,0.0,ipip,0.10858665177368507,0.0004991072026449424,0.0013597262110688461,-0.0003938339933015291,0.1129697336170626,False,0.11247062641441766,100.0,-9.014727735719868e-05,0.00012884323979530656,-0.0003153965432731536,0.10840262258066569,False,0.10849276985802289,0.15243534231770833,2.2910270248861986,0.275600808077393,0.9971,swiss-ai/Apertus-8B-Instruct-2509,64,60,8000,val,0.15243534231770833,0.10858665177368507,0.0,0.0,0.0,False,0,1.0,0.0
h17_swiss-ai_Apertus-8B-Instruct-2509_sd3_test2,ok,5,1.6,sd3,0.1352443306092459,-0.00045914215304227466,0.0032729117330690264,-0.004350467050271579,0.15103450153012285,False,0.15149364368316515,0.01,-0.000630434533421107,7.633821062982483e-05,-0.0013924068925102503,0.13545034754456609,False,0.13608078207798718,0.16140092237624154,1.7628741695641095,0.196783792429314,0.9955,swiss-ai/Apertus-8B-Instruct-2509,64,15,8000,test2,0.16329807630208334,0.1352443306092459,0.0,0.0,0.0,False,0,1.0,0.0
h17_swiss-ai_Apertus-8B-Instruct-2509_sd3_val,ok,5,1.4,sd3,0.1284815821079508,-0.0018556902360226946,0.001448004383715677,-0.005101504785264445,0.1398053851527759,False,0.14166107538879857,0.01,-0.0003018001549712023,0.00019665511557444737,-0.000806425660443747,0.12873815330562188,False,0.1290399534605931,0.15533512615852949,1.696041573984675,0.18657080583392016,0.9954,swiss-ai/Apertus-8B-Instruct-2509,64,15,8000,val,0.16883570651041668,0.1284815821079508,0.0,0.0,0.0,False,0,1.0,0.0
h17_zai-org_GLM-4p7-Flash_big5_test2,"stale-key(rev=9,expected=7)",,,big5,,,,,,,,,,,,,,,,,,,zai-org/GLM-4.7-Flash,,,,,,,,,,,,,
h17_zai-org_GLM-4p7-Flash_big5_val,"stale-key(rev=9,expected=7)",,,big5,,,,,,,,,,,,,,,,,,,zai-org/GLM-4.7-Flash,,,,,,,,,,,,,
h17_zai-org_GLM-4p7-Flash_hexaco_test2,ok,7,0.0,hexaco,0.11648985060032016,2.2254445798476673e-05,0.00039659887720335657,-0.0003627743524687441,0.11837702210708036,False,0.11835476766128188,100.0,-1.6935204077100528e-05,2.7434987907838575e-05,-6.146865523396492e-05,0.11555350692330275,False,0.11557044212737985,0.1553781993706597,2.0931495327919305,0.19693156996727612,0.9984,zai-org/GLM-4.7-Flash,64,120,8000,test2,0.15537819937065972,0.11648985060032016,1.951563910473908e-18,3.469446951953614e-18,8.619407271259779e-19,True,0,1.0,0.0
h17_zai-org_GLM-4p7-Flash_hexaco_val,ok,7,0.0,hexaco,0.12199949802114077,0.0003202645794511739,0.0008644602796313676,-0.00019364162510823808,0.12397916485083997,False,0.12365890027138879,100.0,3.2555679813270864e-05,0.00013039819440652733,-6.343922987724097e-05,0.12066841582239507,False,0.12063586014258179,0.1602474810546875,2.0825976217891142,0.20416984459667706,0.9984,zai-org/GLM-4.7-Flash,64,120,8000,val,0.1602474810546875,0.12190472745413206,9.477056700872588e-05,0.00023726757745490764,-4.251121857513498e-05,False,0,1.0,0.05
h17_zai-org_GLM-4p7-Flash_ipip_test2,ok,5,0.3,ipip,0.11166129401691156,0.0009399871516072954,0.001673217674065667,0.0001708908382371904,0.11784211140523544,True,0.11690212425362816,100.0,-6.579084785053894e-05,6.0161849565264914e-05,-0.00019672890779254382,0.11154839106469605,False,0.11161418191254659,0.157704197281914,1.9985733544476776,0.24682863993553306,0.9981,zai-org/GLM-4.7-Flash,64,60,8000,test2,0.15854253632812498,0.11166129401691156,0.0,0.0,0.0,False,0,1.0,0.0
