model,cluster,user_id,answer_similarity_delta,mae_35_delta,trait_similarity_delta,facet_similarity_delta
gigchat3,cluster_3,554,-0.004166666666666985,-1.8051754607642962,0.028583948814144944,0.016296388906559045
gigchat3,cluster_3,561,-0.025000000000000022,-0.7871704750758433,0.0074915718048320645,0.00793506024174706
gigchat3,cluster_3,566,0.07291666666666607,-7.645278685297573,0.08979532339860197,0.07422903076203802
gigchat3,cluster_3,571,0.029166666666667007,-2.8569611156825516,-0.019616322463496982,0.03660060009354604
gigchat3,cluster_3,574,0.01666666666666705,-5.3769603589902815,-0.12369578037266293,0.083347167583664
gigchat3,cluster_3,577,0.08750000000000002,-5.6680166598714585,0.043183335263509925,0.05892963848791599
gigchat3,cluster_3,587,0.07916666666666705,-3.5622504545620473,0.032786780429539975,0.03609512523163405
gigchat3,cluster_3,590,0.06874999999999998,6.2476217885150405,-0.016534729698843065,-0.0701331325828689
gpt4_mini,cluster_0,529,0.016666666666666052,0.16939942521728213,0.004396699703556051,-0.002709109911461005
gpt4_mini,cluster_0,540,-0.01666666666666705,2.4522100039711354,-0.006611919547215961,-0.027507130121793955
gpt4_mini,cluster_0,542,0.00833333333333397,-0.18699086179788438,-0.006017345548316011,0.003184450979027975
gpt4_mini,cluster_0,547,0.004166666666666985,-0.4390299201135406,0.02867454584301099,0.0003429247608229824
gpt4_mini,cluster_0,570,-0.00833333333333297,-0.409503869359483,-0.02090201238175604,0.008261213872819972
gpt4_mini,cluster_0,579,0.006249999999999978,0.07190592190050538,-0.034340116867529025,0.004884450389083028
gpt4_mini,cluster_0,584,0.012500000000000067,-2.0350096652043312,0.010607718023918022,0.021973826423396958
gpt4_mini,cluster_0,592,0.0,-0.36386419698711236,-0.0036541043999200884,0.004854099698168968
gpt4_mini,cluster_0,594,0.014583333333332948,0.7667612205979353,-0.013359696197948079,-0.006718931540650952
gpt4_mini,cluster_0,610,0.010416666666667074,-1.7610704209130787,0.007080876017346083,0.019365675574428032
gpt4_mini,cluster_0,615,0.002083333333333992,1.0661855924662724,-0.017526784887614055,-0.009517701097503939
gpt4_mini,cluster_0,616,0.03125,-3.3498184869666083,0.06484648778143198,0.028273467717705003
gpt4_mini,cluster_0,628,-0.03958333333333297,6.211834168948865,-0.05559218221306106,-0.06320603493555998
gpt4_mini,cluster_0,635,0.004166666666665986,1.77332458806314,-0.021452741113451967,-0.01711333000849502
gpt4_mini,cluster_0,640,0.01666666666666705,-1.8287710894407745,-0.007281168599873045,0.022549190810120967
gpt4_mini,cluster_0,641,0.03125,0.4165295873678332,-0.015230456400910919,-0.002321102452471968
gpt4_mini,cluster_0,649,-0.006249999999999978,-1.0413672352958763,0.01914128542679705,0.008959070173986006
gpt4_mini,cluster_0,657,0.018750000000000044,0.02979872078100243,-0.006604235482311038,0.0007530541712740257
gpt4_mini,cluster_0,664,0.004166666666666985,0.2598577628304888,-3.765849489201223e-05,-0.0030253974838739817
gpt4_mini,cluster_0,686,-0.01666666666666594,2.065495284946973,-0.06746765142798505,-0.012852836419717018
gpt4_mini,cluster_0,714,0.018750000000000044,-1.4948032291557816,0.0030700543988609885,0.016927695273673993
gpt4_mini,cluster_0,718,0.014583333333332948,-0.22648757165348954,-0.03986168464786399,0.009285969110601977
gpt4_mini,cluster_0,720,0.006249999999999978,0.8887294490523487,-0.007693642748646035,-0.009086236447502949
gpt4_mini,cluster_0,731,-0.01666666666666594,1.8218082647765428,-0.029849574150352054,-0.016279500730667973
gpt4_mini,cluster_0,744,-0.012499999999999956,1.2802664562883344,-0.06605602401948396,-0.003927104653450031
gpt4_mini,cluster_0,752,-0.010416666666667074,1.1694793978152056,-0.019423046976278946,-0.010406751811798065
gpt4_mini,cluster_0,754,0.002083333333333992,-1.8805883101151615,-0.011440458963827949,0.023846940111981074
gpt4_mini,cluster_0,759,0.016666666666666052,-0.8493612982713259,0.02889541086479197,0.005093313335699956
gpt4_mini,cluster_0,765,-0.00833333333333297,1.5814170837033252,-0.06833793203855498,-0.007060210636780084
gpt4_mini,cluster_0,777,0.006250000000000089,-0.2308039723188955,0.00796757946523996,0.001364783099513045
gpt4_mini,cluster_0,787,0.010416666666667074,-0.645886092083817,0.01381193380464596,0.005233348773536983
gpt4_mini,cluster_0,796,-0.02291666666666592,9.421698815631714,-0.12176435175307498,-0.08962576089019103
gpt4_mini,cluster_0,804,-0.00833333333333397,1.6326170792987824,-0.017192419037141082,-0.016181796085628974
gpt4_mini,cluster_0,805,-0.00833333333333297,0.7253165448438459,0.012313183025493002,-0.010514223527427036
gpt4_mini,cluster_0,817,0.010416666666666963,-0.39195208629650224,-0.003422133624336965,0.005143129944181979
gpt4_mini,cluster_0,824,0.002083333333333992,-0.5965767301713711,0.014876717528421013,0.004480608930594987
gpt4_mini,cluster_0,828,0.002083333333332993,-1.428203562582972,0.0024106715350560304,0.016260596307625996
gpt4_mini,cluster_0,839,0.018750000000000044,-0.5383759837105693,0.0026227982699330576,0.005843920098300925
gpt4_mini,cluster_0,865,-0.02291666666666603,-0.4827321785183436,-0.028573232989935082,0.010394080914370996
gpt4_mini,cluster_0,867,0.027083333333333015,-0.7526438432806266,0.014759937253659983,0.006320855295998018
gpt4_mini,cluster_1,458,0.010416666666666963,1.9817053935962576,-0.04760921368997906,-0.01518502731029403
gpt4_mini,cluster_1,484,-0.00833333333333297,-0.11947564712285086,0.00948576813422497,-0.0001870788059370465
gpt4_mini,cluster_1,522,0.0,0.0747131568846342,0.005794162186015028,-0.0018373471946558917
gpt4_mini,cluster_1,527,0.0,0.0,0.0,0.0
gpt4_mini,cluster_1,528,0.014583333333334059,-1.344862107906394,0.008313059580093984,0.014304547995559025
gpt4_mini,cluster_1,533,0.0,0.531488220929969,-0.007721868150102007,-0.004913717885833058
gpt4_mini,cluster_1,535,-0.004166666666666985,-0.631783711620507,0.0074997277836309495,0.006120855338300979
gpt4_mini,cluster_1,552,0.012500000000000067,0.08828699871305545,0.0030223018362820486,-0.0015337319576990138
gpt4_mini,cluster_1,557,-0.006249999999999978,0.8944945107315903,-0.007194204303760943,-0.009236735241241911
gpt4_mini,cluster_1,558,0.002083333333332993,0.42122387804560546,-0.0033575898645179514,-0.0043546802664459205
gpt4_mini,cluster_1,559,-0.012499999999999956,1.6441250505465241,-0.007694945529000963,-0.017898968001542004
gpt4_mini,cluster_1,562,-0.004166666666666097,0.05664391639006894,-0.0022994259334689904,-0.000277608035639032
gpt4_mini,cluster_1,563,0.00833333333333297,-0.29350838554237413,-0.0014900261894470468,0.0036726021962359967
gpt4_mini,cluster_1,565,0.00833333333333397,0.3764296565945777,-0.012177711440644945,-0.002362060753495987
gpt4_mini,cluster_1,576,-0.00833333333333397,1.191404016393701,-0.005427124341086942,-0.01299519280107897
gpt4_mini,cluster_1,580,-0.006250000000000089,1.001637140952564,-0.016920926244079038,-0.008865612270434031
gpt4_mini,cluster_1,588,0.006249999999999978,-0.44008775744101314,-0.0031579466982549764,0.005660681619854002
gpt4_mini,cluster_1,591,0.012500000000000067,0.15063424959566873,-0.008867846155265036,-0.0002794252194050495
gpt4_mini,cluster_1,595,0.01458333333333306,-0.22141902664771962,0.022706809752599977,-0.0012012463145439911
gpt4_mini,cluster_1,600,0.014583333333334059,-1.2999969078985387,0.01614234897056399,0.012476239097055974
gpt4_mini,cluster_1,621,0.002083333333332993,0.050839927750658376,-0.01026340029473194,0.0011174342253650327
gpt4_mini,cluster_1,623,0.008333333333333082,-0.9314226106403432,0.01335031422148203,0.008641544753889896
gpt4_mini,cluster_1,625,-0.006249999999999978,-0.7893632516665505,0.0022127877907850424,0.008840439970978942
gpt4_mini,cluster_1,627,0.006249999999999978,0.47275359124184035,-0.010094204102085058,-0.0038330912141409934
gpt4_mini,cluster_1,634,-0.006249999999999978,-1.7194893288800586,0.021254058711877022,0.01651836571828802
gpt4_mini,cluster_1,637,-0.012500000000000067,0.5711671302523662,-0.03173352842282695,-0.0013746951158060128
gpt4_mini,cluster_1,648,-0.00833333333333397,1.242405495327553,-0.010335682543698987,-0.01277211702153791
gpt4_mini,cluster_1,654,-0.002083333333333104,-0.09074856296052758,0.0044601367973340356,0.000315377101650971
gpt4_mini,cluster_1,665,-0.002083333333333992,-1.6033112894592065,0.012437238091411063,0.016632425361788994
gpt4_mini,cluster_1,670,-0.012500000000000067,-0.507493727821398,-0.003930252387136957,0.00657580222243892
gpt4_mini,cluster_1,672,0.012500000000000067,-0.17949571682045828,0.013057809400000009,-8.218487042799261e-05
gpt4_mini,cluster_1,681,0.0,0.0,0.0,0.0
gpt4_mini,cluster_1,687,0.012499999999999956,-1.0406964244981793,0.019407422676915975,0.008906887839659094
gpt4_mini,cluster_1,691,0.002083333333332993,1.1704702641115716,0.005986021899910932,-0.014653156731286976
gpt4_mini,cluster_1,713,0.002083333333332993,-2.5315629575885445,0.05782314198001692,0.01989771084186398
gpt4_mini,cluster_1,715,0.020833333333333037,0.9933047243557169,0.006850846494697027,-0.012730362866600009
gpt4_mini,cluster_1,723,-0.014583333333333948,1.627232461831511,-0.023700493418510993,-0.015034296484950027
gpt4_mini,cluster_1,734,-0.006249999999999978,0.9617623541006104,0.008226603941716926,-0.012591661454793956
gpt4_mini,cluster_1,741,0.004166666666666985,-0.4311689212936969,0.0012425527732949915,0.004823211952877049
gpt4_mini,cluster_1,742,0.012500000000000067,0.8766008284243583,0.010022569514224977,-0.011897437917322007
gpt4_mini,cluster_2,364,0.05625000000000002,-3.0718438253338256,0.07289364324124792,0.023689237422020004
gpt4_mini,cluster_2,371,0.06041666666666601,-5.292420866939008,-0.007200866300358988,0.06294505449768095
gpt4_mini,cluster_2,372,0.014583333333333948,-3.008810226311322,-0.02984170912958206,0.04007640416189606
gpt4_mini,cluster_2,379,0.020833333333333037,-1.697714860083238,-0.011438896481652971,0.021713156114580023
gpt4_mini,cluster_2,380,0.012499999999999956,-13.668360056301719,0.20219404527059703,0.12576519311175394
gpt4_mini,cluster_2,381,-0.004166666666665986,0.47865109194117395,-0.129172858701058,0.01594454704419601
gpt4_mini,cluster_2,394,0.0645833333333341,-5.215457615325139,-0.04059935128575198,0.06761356405975205
gpt4_mini,cluster_2,398,0.002083333333333992,-9.619552831514397,0.05901862024160709,0.10239167966073304
gpt4_mini,cluster_2,401,0.043749999999999956,-2.9820414150965995,0.004837485257124019,0.03398423563327291
gpt4_mini,cluster_2,408,0.035416666666666985,-2.3651201458648856,-0.13061409260358803,0.04936208380235496
gpt4_mini,cluster_2,410,0.04375000000000007,-8.468192334794907,0.14859764045061796,0.07402930383083806
gpt4_mini,cluster_2,416,0.004166666666666985,4.514008755902914,-0.02677540138069401,-0.048200868588750945
gpt4_mini,cluster_2,418,0.029166666666667007,3.045320576445249,-0.13009714511054904,-0.013845882540103993
gpt4_mini,cluster_2,424,-0.03124999999999989,-8.03984091734954,0.17375834347610408,0.06483842012306096
gpt4_mini,cluster_2,434,0.014583333333334059,-10.422480690628483,0.09342372091960305,0.106024987904065
gpt4_mini,cluster_2,444,0.027083333333334014,-5.930080309793148,0.05423892066208302,0.060144450170573016
gpt4_mini,cluster_2,446,-0.00833333333333397,4.580551277638271,-0.14603690012597592,-0.029100281551451057
gpt4_mini,cluster_2,448,0.010416666666666963,6.1012515493504615,-0.18061211931036802,-0.04107924819069397
gpt4_mini,cluster_2,449,-0.004166666666666985,-3.361600415011395,0.0022119587758860915,0.03885001171248503
gpt4_mini,cluster_2,452,-0.006249999999999978,2.797975322979866,-0.09128242288031396,-0.017429308288046008
gpt4_mini,cluster_2,453,-0.016666666666666052,2.705618660930867,-0.11204048683968704,-0.012892136570912038
gpt4_mini,cluster_2,463,0.04166666666666696,0.1810238903314172,-0.08022365992057501,0.011258664599562929
gpt4_mini,cluster_2,465,0.014583333333332948,2.408368666902529,-0.05440793441896208,-0.019029645377368953
gpt4_mini,cluster_2,469,0.014583333333332948,-0.5476855428101253,-0.007987816179517937,0.007720967362704001
gpt4_mini,cluster_2,472,0.006249999999999978,-0.6719827384707813,0.06054295074706306,-0.002250693175684937
gpt4_mini,cluster_2,481,0.02291666666666592,-11.442956431160706,0.20479405806456996,0.09936881535277897
gpt4_mini,cluster_2,487,0.04375000000000007,-8.29346096858022,0.17840487623928003,0.06702289859355604
gpt4_mini,cluster_2,497,0.00833333333333397,8.09578150648684,-0.22256928127562103,-0.057355904029742
gpt4_mini,cluster_2,502,0.041666666666667074,-4.6976601563250355,0.07900173706982894,0.04163907897882002
gpt4_mini,cluster_2,507,0.02291666666666703,3.260757139522479,-0.12579984670756905,-0.017075525509833933
gpt4_mini,cluster_2,509,0.04166666666666696,-3.3490278154208646,0.010230587327711982,0.03736689329195797
gpt4_mini,cluster_2,513,0.004166666666666985,-0.2809509655263227,-0.09663658121387397,0.019383858133453002
gpt4_mini,cluster_2,518,0.029166666666667007,-0.6581126334548486,-0.12666777737449297,0.028789276952722043
